0; 2,341100
20; 2,858400
40; 2,690500
60; 2,480900
80; 2,242400
100; 2,006800
120; 1,753700
140; 1,527100
160; 1,309000
180; 1,098900
200; 0,885600
220; 0,726500
240; 0,585300
260; 0,457000
280; 0,347600
300; 0,257600
320; 0,185500
340; 0,131500
360; 0,095100
380; 0,076400
400; 0,065800
420; 0,062700
440; 0,062700
460; 0,062500
480; 0,062700
500; 0,062400
520; 0,062600
540; 0,063100
560; 0,062300
580; 0,062300
600; 0,062400
620; 0,062400
640; 0,062300
660; 0,062300
680; 0,062400
700; 0,062000
720; 0,063700
740; 0,062900
760; 0,062100
780; 0,061900
800; 0,062600
820; 0,062500
840; 0,062100
860; 0,062500
880; 0,062200
900; 0,062800
920; 0,062800
940; 0,062400
960; 0,062600
980; 0,062900
1000; 0,062700
1020; 0,063400
1040; 0,062800
1060; 0,063100
1080; 0,064100
1100; 0,062900
1120; 0,062700
1140; 0,063200
1160; 0,063100
1180; 0,063100
1200; 0,063200
1220; 0,062800
1240; 0,062900
1260; 0,063100
1280; 0,063000
1300; 0,062700
1320; 0,063100
1340; 0,063500
1360; 0,063100
1380; 0,062800
1400; 0,063100
1420; 0,063700
1440; 0,063100
1460; 0,063400
1480; 0,063100
1500; 0,062800
1520; 0,061900
1540; 0,063000
1560; 0,062700
1580; 0,062700
1600; 0,063300
1620; 0,062500
1640; 0,063100
1660; 0,062300
1680; 0,063200
1700; 0,062400
1720; 0,063200
1740; 0,062600
1760; 0,062800
1780; 0,062600
1800; 0,064900
1820; 0,063500
1840; 0,063600
1860; 0,062500
1880; 0,062700
1900; 0,062600
1920; 0,062900
1940; 0,062700
1960; 0,062800
1980; 0,063000
2000; 0,062800
2020; 0,062400
2040; 0,062700
2060; 0,062700
2080; 0,063100
2100; 0,062500
2120; 0,063100
2140; 0,063200
2160; 0,062500
2180; 0,062500
2200; 0,062900
2220; 0,062300
2240; 0,062500
2260; 0,062300
2280; 0,062600
2300; 0,062500
2320; 0,063500
2340; 0,062800
2360; 0,063200
2380; 0,063000
2400; 0,062800
2420; 0,063700
2440; 0,062600
2460; 0,063400
2480; 0,063000
2500; 0,063200
2520; 0,063300
2540; 0,062800
2560; 0,062700
2580; 0,062300
2600; 0,063100
2620; 0,062900
2640; 0,063200
2660; 0,063300
2680; 0,063000
2700; 0,063400
2720; 0,063500
2740; 0,063000
2760; 0,062800
2780; 0,062800
2800; 0,062800
2820; 0,062300
2840; 0,062700
2860; 0,063700
2880; 0,062800
2900; 0,062700
2920; 0,062300
2940; 0,063600
2960; 0,063500
2980; 0,062800
3000; 0,063400
3020; 0,063400
3040; 0,063900
3060; 0,063400
3080; 0,063700
3100; 0,063600
3120; 0,063700
3140; 0,063700
3160; 0,064100
3180; 0,063100
3200; 0,062900
3220; 0,063300
3240; 0,063200
3260; 0,063100
3280; 0,064300
3300; 0,063300
3320; 0,063900
3340; 0,063400
3360; 0,064000
3380; 0,062800
3400; 0,063900
3420; 0,063800
3440; 0,063900
3460; 0,062900
3480; 0,063500
3500; 0,062900
3520; 0,064600
3540; 0,063300
3560; 0,063200
3580; 0,063800
3600; 0,063400
3620; 0,063600
3640; 0,065200
3660; 0,063700
3680; 0,063300
3700; 0,063200
3720; 0,064000
3740; 0,062700
3760; 0,062800
3780; 0,062600
3800; 0,062800
3820; 0,063600
3840; 0,062700
3860; 0,064100
3880; 0,064100
3900; 0,063600
3920; 0,063300
3940; 0,063100
3960; 0,062900
3980; 0,063200
